Created,Name:: Name & Surname,Company Name:,Company Registration Number:,Industry,Province,Location of Head Office (address),Funding Ask (Amount):,City/Town,Type of Funding,Funding Requirements (what is the funding required for).,Annual Revenue Range 2023,Annual Revenue Range 2024,Actual Revenue 2025,Company Overview ,Existing number of employees ,Increase of jobs anticipated through the capital access,Number of Shareholders,What percentage of your business is owned by individuals aged 18 to 35? (Please select one),What percentage of your business is owned by women? (Please select one),What percentage of your business is under Black ownership? ,BEE Level,Area,What percentage of your business is owned by individuals living with a disability? (Please select one),Contact person Name and Surname,Email address:,Contact number:
2025-07-21 10:31:01,Rukaya Davids,Davids Engineering ,2009/502383/07,Transportation and Logistics,Eastern Cape,"2828 Protea Street, Springs",30400000_______,Springs,Working Capital,Working capital to fulfil confirmed purchase orders,R10 000 001 to R20M,R10 000 001 to R20M,12158235_______,We manufacture and supply steel components to construction contractors.,22.0,42.0,3,0%,100%,100%,Level 1,Urban,0%,Rukaya Davids,rukayadavids@gmail.com,0864647892
2025-06-25 18:37:19,Andile Van,VAN TECHNOLOGIES (PTY) LTD,2015 / 659822 / 07,Automotive,Western Cape,"2935 Loop Street, tembisa",470000_________,tembisa,Debt;Purchase Order Funding,Operational funding ,0 to R500K,0 to R500K,392248_________,Civil engineering contractor focused on roads and stormwater projects ,5.0,20.0,VAN TECHNOLOGIES (PTY) LTD,100%,100%,100%,Level 1,Rural,1–24%,andile van,andilevan511@outlook.com,+27659321065
2025-07-07 14:15:03,Kabelo Mabena,Protea Enterprises (Pty) Ltd,2009/443290/07,Manufacturing,Gauteng,"1287 Sisulu Lane, Paarl",5920000________,Paarl,Working Capital,To increase production and take on larger supply contracts ,0 to R500K,0 to R500K,242683_________,Solar installation business serving residential and small commercial clients ,3.0,21.0,1,0%,100%,100%,Level 1,Urban,0%,kabelo mabena,kabelomabena734@outlook.com,063 307 7699
2025-09-07 11:16:33,Karin Naidoo,Naidoo Enterprises Group ,2012 / 196184 / 07,Manufacturing,Gauteng,"2574 Umgeni Lane, Springs ",20000__________,Springs ,Purchase Order Funding,Bridging finance while awaiting payment from government contracts,0 to R500K,0 to R500K,0______________,We design and sew corporate uniforms and protective clothing.,2.0,2.0,6,25–49%,25–49%,1–24%,Level 2,Rural,0%,karin naidoo,karinnaidoo@icloud.com,085 014 5874
2025-08-26 10:00:35,Naledi Chetty,Apex Logistics Pty Ltd,2025/320622/07,Education,Western Cape,"2781 Tambo Way, Khayelitsha",10000__________,Khayelitsha,Working Capital,"Purchase of farming implements, seed and irrigation infrastructure",0 to R500K,0 to R500K,19072__________,,6.0,,6,0%,0%,100%,Level 1,Township,25–49%,Naledi Chetty,naledichetty@gmail.com,0778322898
2025-06-27 20:45:33,Deon Singh,Singh Holdings (Pty) Ltd,2014/410918/07,Engineering & Construction,Gauteng,"3017 Loop Avenue, polokwane ",990000_________,polokwane,Other (Please specify),"Purchase of farming implements, seed and irrigation infrastructure",0 to R500K,0 to R500K,197292_________,Solar installation business serving residential and small commercial clients ,0.0,0.0,1,100%,0%,100%,Level 1,Urban,0%,Deon Singh,deonsingh138@gmail.com,+27 65 200 4163
2025-09-10 02:50:33,Nomsa Moodley,Moodley Services,2022/503959/07,Information & Communication Technology,Gauteng,"824 Rissik Crescent, Pretoria",8730000________,Pretoria,Working Capital,To buy additional equipment and expand production capacity,R1 000 001 to R5M,R1 000 001 to R5M,2182622________,Logistics company transporting goods between major metros. ,29.0,5.0,5,0%,0%,100%,Level 1,Urban,25–49%,Nomsa Moodley,nomsamoodley177@webmail.co.za,063 062 5323
2025-09-10 22:13:17,Andile Shabalala,Shabalala Transport Group,2009/616207/07,Waste Management,Gauteng,"500 Marula Road, Pretoria ",2000000________,Pretoria,Other (Please specify),To increase production and take on larger supply contracts ,0 to R500K,R501K to R1M,0______________,We recycle plastic waste and sell processed pellets to manufacturers.,13.0,3.0,4,100%,0%,100%,Level 1,Urban,0%,Andile Shabalala,andileshabalala@webmail.co.za,0844279241
2025-08-07 02:34:54,Nisha Pretorius ,Pretorius Transport ,2008/168397/07,Healthcare & Biotechnology,Western Cape,"761 Voortrekker Way, randburg",39720000_______,randburg ,Other (Please specify),To upgrade our machinery and improve turnaround times.,R501K to R1M,R1 000 001 to R5M,0______________,We recycle plastic waste and sell processed pellets to manufacturers.,7.0,,3,25–49%,0%,100%,Level 1,Township,0%,nisha pretorius,nishapretorius@mweb.co.za,+27 68 357 2918
2025-07-30 06:43:02,Kavitha Coetzee ,Coetzee Technologies ,2012/463284/07,Manufacturing,Limpopo,"1183 Pretorius Way, Worcester",410000_________,Worcester ,Working Capital,To upgrade our machinery and improve turnaround times.,0 to R500K,0 to R500K,408602_________,,9.0,0.0,5,100%,100%,100%,Level 4,Township,0%,Kavitha Coetzee,kavithacoetzee361@webmail.co.za,+27856103900
2025-08-14 20:23:45,Jaco Govender,Govender Investments CC,2022/649956/07,Business Services (Agency & Consultancy),Limpopo,"2762 Rissik Avenue, Centurion",220000_________,Centurion,Working Capital,To grow the business ,0 to R500K,0 to R500K,107588_________,We design and sew corporate uniforms and protective clothing.,7.0,2.0,100%,0%,0%,100%,Level 1,Urban,0%,Jaco Govender,jacogovender85@gmail.com,0613320629
2025-07-08 22:30:10,Ashraf Molefe,Molefe Construction,2010/294808/07,Agriculture - Secondary ,Western Cape,"3021 Commissioner Avenue, Vereeniging",170000_________,Vereeniging,Purchase Order Funding;Working Capital,To grow the business ,0 to R500K,0 to R500K,83546__________,We grow and pack vegetables for regional wholesalers and retailers.,7.0,3.0,3,0%,50–74%,100%,Level 1,Urban,0%,Ashraf Molefe,ashrafmolefe@gmail.com,+27786440492
2025-08-26 00:09:51,Ayanda Dlamini ,Dlamini Holdings ,2025/699669/07,Engineering & Construction,Gauteng,"2655 Rivonia Avenue, Witbank",14370000_______,Witbank,Purchase Order Funding,"Funding is required for equipment, training and certification.",0 to R500K,R1 000 001 to R5M,2395599________,We provide ICT support and cloud services to small businesses in the province.,2.0,6.0,3,0%,1–24%,100%,Level 1,Urban,0%,Ayanda Dlamini,ayandadlamini@webmail.co.za,0711885247
2025-09-09 01:37:57,Marlize Ndlovu ,Apex Services,2013/505167/07,Transportation and Logistics,Gauteng,"1210 Long Drive, Tembisa",420000_________,Tembisa,Purchase Order Funding;Working Capital,Stock purchase and general operational funding ,R501K to R1M,R501K to R1M,703981_________,A tourism operator offering guided township and heritage tours,18.0,9.0,1,100%,0%,100%,Level 1,Urban,0%,Marlize Ndlovu,marlizendlovu@mweb.co.za,+27689940283
2025-09-21 07:46:20,Tumelo Naidoo,Naidoo Civils (Pty) Ltd,2025/741842/07 ,Tourism,Limpopo,"122 Acacia Street, Springs",460000_________,Springs ,Equity,Operational funding ,0 to R500K,0 to R500K,17531__________,,1.0,3.0,5,0%,100%,100%,Level 1,Township,25–49%,Tumelo Naidoo,tumelonaidoo851@gmail.com,0749799087
2025-09-11 06:33:33,Riaan Van,Sondela Services CC ,2014/940564/07,Manufacturing,Gauteng,"2488 Sisulu Road, Mokopane ",80000__________,Mokopane,Purchase Order Funding;Working Capital,Operational funding ,0 to R500K,0 to R500K,65551__________,We grow and pack vegetables for regional wholesalers and retailers.,1.0,4.0,3,0%,0%,75–99%,Level 1,Rural,0%,Riaan Van,riaanvan@outlook.com,+27854994275
2025-08-18 14:54:36,Nandi Du,Lowveld Technologies (Pty) Ltd,2020/680640/07,Hospitality,Gauteng,"549 Jakaranda Lane, Randburg",20000__________,,Working Capital,Operational funding ,0 to R500K,0 to R500K,45233__________,Catering and events business servicing corporate functions.,3.0,11.0,2,0%,1–24%,100%,Level 1,Urban,0%,Nandi Du,nandidu@mweb.co.za,+27612953198
2025-09-23 15:33:38,Riaan Maluleke ,Vertex Trading Pty Ltd,2022/541441/07,,Limpopo,"2973 Pretorius Street, Khayelitsha",100000_________,Khayelitsha ,Invoice Financing;Working Capital,"Raw materials, tooling and factory rental for the next 12 months",0 to R500K,0 to R500K,97023__________,We manufacture and supply steel components to construction contractors.,5.0,5.0,3,100%,0%,100%,Level 1,Urban,0%,riaan maluleke,riaanmaluleke@gmail.com,0883414440
2025-09-03 22:05:18,Ashraf Dlamini,Blackwood Projects CC,2010/784825/07,Information & Communication Technology,Western Cape,"2216 Long Road, MBOMBELA ",230000_________,MBOMBELA,Working Capital,To upgrade our machinery and improve turnaround times.,0 to R500K,0 to R500K,155147_________,We manufacture and supply steel components to construction contractors.,3.0,2.0,1,100%,100%,100%,Level 1,Urban,0%,Ashraf Dlamini,ashrafdlamini@gmail.com,+27758370646
2025-09-02 16:10:06,Nisha Chauke ,Chauke Trading,201919263007,Business Services (Agency & Consultancy),Limpopo,"1006 Sisulu Street, Nelspruit",40000__________,Nelspruit,Other (Please specify),"Raw materials, tooling and factory rental for the next 12 months",0 to R500K,0 to R500K,16085__________,We design and sew corporate uniforms and protective clothing.,2.0,3.0,6,100%,0%,100%,Level 1,Rural,0%,nisha chauke,nishachauke399@gmail.com,+27742693214
2025-06-30 04:44:29,Deepak Sithole,Sithole Construction (Pty) Ltd ,2022/219036/07,Retail & Wholesale,Western Cape,"1518 Main Avenue, Springs ",290000_________,Springs,,Working capital to fulfil confirmed purchase orders,0 to R500K,0 to R500K,144116_________,,5.0,1.0,5,100%,100%,0%,Level 5,Urban,0%,Deepak Sithole,deepaksithole438@yahoo.com,0696856590
2025-09-09 18:35:00,Sibusiso Cele,Kopano Civils,2025/856924/07,Manufacturing,Gauteng,"587 Biko Lane, Ladysmith",3220000________,Ladysmith,Other (Please specify),Purchase of a delivery vehicle and cold storage unit,R1 000 001 to R5M,R1 000 001 to R5M,73092005432____,Commercial cleaning and hygiene services for offices and factories ,16.0,3.0,1,50–74%,1–24%,100%,Level 1,Township,0%,Sibusiso Cele,sibusisocele324@gmail.com,+27898687111
2025-09-01 22:56:33,Lerato Reddy ,Karoo Distributors CC,2014/608529/07,Engineering & Construction,Limpopo,"2964 Rivonia Avenue, Richards Bay",250000_________,,Purchase Order Funding,"Raw materials, tooling and factory rental for the next 12 months",0 to R500K,0 to R500K,0______________,We grow and pack vegetables for regional wholesalers and retailers.,7.0,1.0,10,50–74%,0%,100%,Level 1,Urban,0%,Lerato Reddy,leratoreddy@gmail.com,+27811329485
2025-08-17 05:18:58,Willem Nel ,Nel Media Group ,201313693907 ,Tourism,Western Cape,"2345 Voortrekker Lane, Rustenburg",70000__________,Rustenburg,Working Capital;Other (Please specify),Expansion into a second branch and hiring of staff ,0 to R500K,0 to R500K,121801_________,We grow and pack vegetables for regional wholesalers and retailers.,2.0,4.0,1,0%,0%,100%,Level 1,Township,0%,willem nel,willemnel310@icloud.com,+27627864663
2025-07-22 19:58:39,Ntombi Mabena ,Stone Bridge Technologies CC,2012/849445/07,Business Services (Agency & Consultancy),Limpopo,"1464 Buitenkant Crescent, Johannesburg",1200000________,Johannesburg,Other (Please specify),"Funding is required for equipment, training and certification.",R1 000 001 to R5M,R1 000 001 to R5M,2403585________,We supply and install security systems and CCTV. ,15.0,21.0,3,0%,100%,100%,Level 1,Township,0%,Ntombi Mabena,ntombimabena@mweb.co.za,0713546723
2025-07-29 21:15:49,Thandeka Maharaj,Thuso Investments CC ,2014/889095/07,Information & Communication Technology,Western Cape,"584 Protea Way, Welkom",50000__________,Welkom,Debt,To buy additional equipment and expand production capacity,0 to R500K,0 to R500K,33119__________,Catering and events business servicing corporate functions.,1.0,4.0,1,100%,50–74%,100%,Level 1,Township,0%,Thandeka Maharaj,thandekamaharaj@gmail.com,+27667235974
2025-09-13 16:28:28,Lwazi Pillay,Vuka Technologies ,2010/924476/07,Entertainment and Media,Limpopo,"2712 Loop Avenue, Upington",40000__________,Upington,Other (Please specify),Operational funding ,0 to R500K,0 to R500K,143201_________,Civil engineering contractor focused on roads and stormwater projects ,9.0,7.0,4,100%,50–74%,100%,Level 1,Township,0%,Lwazi Pillay,lwazipillay@gmail.com,+27 84 045 2035
2025-08-31 00:23:33,Lwazi Mthembu ,Nexus Distributors (Pty) Ltd,201162386707 ,Healthcare & Biotechnology,Gauteng,"1674 Marula Street, Mahikeng ",300000_________,Mahikeng,Working Capital,Operational funding ,0 to R500K,0 to R500K,0______________,We design and sew corporate uniforms and protective clothing.,1.0,2.0,2,0%,100%,100%,Level 1,Urban,0%,Lwazi Mthembu,lwazimthembu@outlook.com,+27718379517
2025-08-08 10:24:18,Willem Mabaso,Mabaso Consulting Pty Ltd ,2023 / 430516 / 07,Manufacturing,Limpopo,"1769 Voortrekker Road, WITBANK ",630000_________,WITBANK,,"Marketing, customer acquisition and website development ",0 to R500K,0 to R500K,104505_________,,,2.0,6,100%,100%,100%,Level 1,Urban,0%,Willem Mabaso,WILLEMMABASO617@OUTLOOK.COM,+27789257035
2025-07-25 20:43:39,Vusi Maluleke ,Vuka Foods Pty Ltd ,2020/951322/07,Manufacturing,Gauteng,"2487 Kruger Street, Sandton",60000__________,Sandton,Debt;Purchase Order Funding,Purchase of a delivery vehicle and cold storage unit,0 to R500K,0 to R500K,48895__________,A family-run bakery supplying schools and local retailers. ,0.0,6.0,1,0%,100%,100%,Level 6,Urban,0%,vusi maluleke,vusimaluleke@mweb.co.za,+27663083524
2025-07-31 05:41:12,Nadia Chauke ,Blue Crane Manufacturing,2012 / 423570 / 07 ,Energy,Gauteng,"524 Jan Smuts Crescent, Pietermaritzburg",250000_________,Pietermaritzburg,Working Capital,Working capital to fulfil confirmed purchase orders,0 to R500K,0 to R500K,86_____________,We design and sew corporate uniforms and protective clothing.,1.0,3.0,2,50–74%,0%,100%,Level 1,Urban,25–49%,Nadia Chauke,nadiachauke663@yahoo.com,+27633715596
2025-08-21 16:35:35,Annelie Mthembu,Mthembu Solutions Group,2009/491829/07 ,Manufacturing,Western Cape,"1817 Kruger Drive, Welkom",600000_________,Welkom,Debt & Equity,"Marketing, customer acquisition and website development ",0 to R500K,R501K to R1M,558322_________,Resubmitted application. ,3.0,1.0,3,0%,0%,100%,Level 1,Urban,0%,Annelie Mthembu,anneliemthembu@gmail.com,+27 74 037 4429
2025-07-12 16:13:29,Adele Sekgobela ,Redline Transport ,2017/667812/07,Agriculture - Primary ,Western Cape,"973 Church Crescent, Johannesburg",9100000________,Johannesburg,Working Capital,"Raw materials, tooling and factory rental for the next 12 months",R1 000 001 to R5M,R1 000 001 to R5M,3639310________,,,3.0,2,100%,100%,100%,Level 1,Township,0%,Adele Sekgobela,adelesekgobela@gmail.com,+27885852132
2025-07-05 11:44:38,Tshepo Hendricks,Hendricks Technologies (Pty) Ltd,2010/337593/07 ,,Western Cape,"1341 Pretorius Lane, Welkom ",7030000________,Welkom ,Working Capital,To buy additional equipment and expand production capacity,0 to R500K,0 to R500K,344824_________,,1.0,4.0,5,25–49%,0%,100%,Level 1,Rural,0%,Tshepo Hendricks,tshepohendricks977@yahoo.com,+27789741159
2025-07-03 23:43:55,Palesa Van,Kalahari Trading,2019/983545/07,Information & Communication Technology,Mpumalanga,"1284 Acacia Avenue, Bloemfontein",390000_________,Bloemfontein,Working Capital,Stock purchase and general operational funding ,0 to R500K,0 to R500K,154410_________,Commercial cleaning and hygiene services for offices and factories ,1.0,0.0,1,100%,0%,100%,Level 1,Urban,0%,Palesa Van,palesavan@gmail.com,0670971728
2025-07-26 16:20:54,Riyaad Pretorius,Marula Enterprises,2012 / 525629 / 07,Engineering & Construction,Limpopo,"999 Sisulu Drive, George ",13840000_______,George,Debt & Equity,Bridging finance while awaiting payment from government contracts,R5 000 001 to R10M,R5 000 001 to R10M,4613891________,Civil engineering contractor focused on roads and stormwater projects ,20.0,,2,0%,100%,100%,Level 1,Township,0%,Riyaad Pretorius,riyaadpretorius@gmail.com,0850592775
2025-08-14 05:14:39,Hendrik Radebe,Sondela Manufacturing ,2020/371123/07,Retail & Wholesale,Gauteng,"198 Protea Way, Pretoria",250000_________,Pretoria,Other (Please specify),Stock purchase and general operational funding ,0 to R500K,0 to R500K,0______________,We run a driving school and provide learner licence training.,2.0,4.0,2,0%,50–74%,100%,Level 1,Urban,1–24%,Hendrik Radebe,hendrikradebe@gmail.com,+27780533714
2025-09-13 13:25:46,Mandla Mabena,Sunrise Trading,2025/372208/07,Hospitality,Gauteng,"2210 Commissioner Crescent, midrand ",460000_________,midrand,Purchase Order Funding;Working Capital,"Marketing, customer acquisition and website development ",0 to R500K,R501K to R1M,763502_________,We design and sew corporate uniforms and protective clothing.,6.0,3.0,3,0%,0%,100%,Level 1,Rural,0%,Mandla Mabena,mandlamabena@icloud.com,+27 67 247 3188
2025-09-24 21:03:38,Imran Mthembu,Summit Services,2011 / 440758 / 07,Mining,Gauteng,"2222 Voortrekker Lane, Bloemfontein",140000_________,Bloemfontein,Equity,To grow the business ,0 to R500K,0 to R500K,278046_________,We design and sew corporate uniforms and protective clothing.,1.0,4.0,3,100%,0%,100%,Level 8,Rural,0%,Imran Mthembu,imranmthembu@gmail.com,+27780688218
2025-07-15 07:08:56,Tariq Mokoena,Mokoena Civils ,2022/928815/07,Transportation and Logistics,Western Cape,"2025 Protea Drive, JOHANNESBURG",8170000________,JOHANNESBURG,Working Capital;Other (Please specify),"Use of Funds
1.	Equipment purchase
2.	Staff expansion
3.	Marketing
",0 to R500K,R1 000 001 to R5M,1361272________,Solar installation business serving residential and small commercial clients ,13.0,10.0,3,100%,25–49%,100%,Level 1,Rural,0%,Tariq Mokoena,tariqmokoena@gmail.com,0824360146
2025-07-25 03:07:32,Ntando Mashaba,Mashaba Solutions ,202285791607,Retail & Wholesale,Gauteng,"336 Commissioner Street, East London",7930000,East London,Equity;Debt & Equity;Working Capital,"Marketing, customer acquisition and website development ",0 to R500K,R1 000 001 to R5M,3964696________,Commercial cleaning and hygiene services for offices and factories ,20.0,8.0,3,100%,0%,100%,Level 1,Township,0%,Ntando Mashaba,ntandomashaba@mweb.co.za,+27683969256
2025-07-28 12:34:52,Kagiso Hendricks,Hendricks Media Group,202324994907 ,Information & Communication Technology,Gauteng,"221 Sisulu Crescent, Khayelitsha",1000000________,Khayelitsha,Other (Please specify),"Marketing, customer acquisition and website development ",0 to R500K,0 to R500K,0______________,We grow and pack vegetables for regional wholesalers and retailers.,0.0,4.0,5,100%,0%,100%,Level 1,Rural,0%,Kagiso Hendricks,kagisohendricks@yahoo.com,+27664104585
